text,vote
鼓手决定帮助公主，踏上前往玻璃山的冒险之旅。,1
王子将灰姑娘带回王宫，鸽子唱道：“王妃！这是为你做的鞋！”,1
两只眼在骑士面前脱离苦难，获得新生活。,1
这位艺术家，深深地叹了一口气，就倒到椅子上去了。,-1
继母和姐姐们故意打扮自己，嘲笑灰姑娘的穿着。,-1
他复活公主失败，显示了他对超自然力量的冒险利用带来的风险。,-1
弄得她仰着滚下去了。,-1
兄弟三人设宴招待亲友，大家尽情享用美味佳肴和金币，场面欢欣鼓舞。,1
在宴会上，她眼见努力一再受挫，悲痛欲绝，感到彻底失望。,-1
他们差不多谈了一整夜的话；他们只小睡了一两个钟头。,0
拇指姑娘独自坐在绿叶上，不禁大哭起来，因为她无法逃脱。,-1
太陽温暖地照着；雪反射出耀眼的光来。,1
每次念咒语召唤食物时，两只眼能吃到美味佳肴，心情变得舒畅。,1
国王向忠实的约翰下令：“把他关进牢房！”,-1
拉斯廷在旅途中慷慨地分享食物，展现了他的好客与善意。,1
“不准这样对付我！”国王说。,-1
老头儿领他到铁匠炉前比试力气。,0
“请看吧，这是裤子，这是袍子！这是外衣！”,0
他的父亲对他说：“你只会给我招灾惹祸。”,-1
空气和太陽光说：“请你在自一由中享受你新鲜的青春吧！”,1
尽管汤姆个头小，但父母依然对他满怀喜爱与希望。,1
“请你跟我们一道享受你的生活吧！”空气和太陽光说。,1
当圣诞节到来的时候，有许多年轻的树被砍掉了。,-1
忠实的费迪南用食物安抚巨人和大鸟，获得通过宫殿的许可。,1
鼓手因亲父母的右颊而忘记了公主，令她痛苦不已。,-1
老三利用魔法背囊，成功夺回如意桌布。,1
我听说，在海上当厨子的人要知道怎样随机应变。,0
雨开始倾盆地下降。,0
裁缝与鞋匠因职业相似相识，开始一同旅途。,0
公主与柯德金相处，展现出朴实生活中的温暖互动。,1
国王让人给她穿上最美的衣服，让她成为王后。,1
他在天堂门前被拒之时，体验到了自己行为的后果与悔恨。,-1
裁缝乐天派性格在旅途中充满正能量，即便困难重重。,1
在城堡中，狮子王子对少女展现礼貌和爱意，盛大婚礼充满喜悦和温馨。,1
他得忍受粗劣的伙食和寒冷的夜、拳打和脚踢。,-1
在楼梯上，守夜人的灵魂一时脱离了身体。,-1
汤姆聪明伶俐，帮助父亲成功将马车赶到树林中。,1
动物们纷纷出手相助，让裁缝在绝境中转危为安。,1
他在发烧，病得要死，人们说他快要断气了。,-1
我可以看到她柔嫩手指上的脉纹。,0
家里所有的人都非常喜欢他。,1
国王和公主因贪婪与权力斗争付出了生命的代价。,-1
她的三个孩子被圣母玛利亚带走，内心充满痛苦。,-1
这是一百多年以前的事情！,0
大王子自告奋勇寻找生命之水，但骄傲无礼，最终被困。,-1
汉斯乐观地与磨刀人交易，满怀期待成为磨刀匠。,1
附近的年轻人到栎树林下面来收捡树枝和柴草。,0
死神的一个冰吻夺去了凡人的生命。,-1
他一定就是谋杀犯；现在必须把他关起来。,-1
她说这个话，听起来确实很滑稽，不过骨子里却是包含一着恶意和讽刺。,-1
裁缝被丢在绞架旁，生命岌岌可危，深感孤独与无助。,-1
于是这人便问起童话，问她在路上是不是看到过童话。,0
理智已经飞走了。,-1
汉斯与乡下人交换，获得一只白鹅，感到轻松。,1
王子与灰姑娘幸福地回到王宫，准备共度未来。,1
“我再也忍受不了！”立在五斗柜上的那个锡兵说。“这儿是那么寂寞，那么悲哀。”,-1
小矮人们说：“我们不能把她埋在阴冷黑暗的地下。”,-1
冬天的时候，山谷里覆盖着厚厚的积雪。,0
小孩子用手对他飞吻。,1
“他不是一个吐绶鸡，”她说，“你看他的腿划得多灵活，他浮得多么稳！”,1
小鸟为灰姑娘从树上抖落金银礼服，帮助她参加舞会。,1
这情景渗进雨尔根的灵魂，使他神往。,1
乡下人警告汉斯，猪可能是偷来的，引发他的担忧。,-1
这是一个妈妈能埋葬她的孩子的最好的地方。,-1
他进入城堡与恶鬼搏斗，展示了人类在面对超自然威胁时的勇气。,1
这里峻峭的石壁上都长着树林。,0
小王子面对兄弟背叛与父亲误解，内心充满痛苦与矛盾。,-1
那是一股汹涌的激流冻成的绿色冰块。,0
樵夫依次派三个女儿送饭。,0
猎人成功击败恶龙，解救公主，获得了她的信任和感激。,1
裁缝误会儿子们，怒气冲冲地用板尺将他们逐出家门。,-1
巨人对小裁缝的实力产生疑问，进行各种比试。,0
“噼！啪！”天空中发出一阵响声。这两只公雁落到芦苇里，死了。,-1
他在牛胃中，感到压抑和窒息，无法脱身。,-1
王子和王妃听见噼噼啦啦的响声，认为是车坏了。,0
海水非常狂暴，打着船身，扫着甲板。,-1
多少年以前，当这地方还有一条公路的时候，这棵树已经很大、很引人注目了。,0
他现在生活得很愉快，常常到戏院去看戏，到国王的花园里去逛逛。,1
“妈妈，我刚才到热带的国度里去过一趟！”,1
“这里的情形太不像话！”司法官抱怨道。,-1
“我将要尽情为我华丽的外表而得意。”,1
太陽在高高兴兴地照着，所有教堂塔尖上的钟都敲出做礼拜的钟声。,1
两只眼能够从奇妙的树上轻松摘下金苹果，得到了认可。,1
柯德金试图拔公主头发，令她在劳动中感到羞辱和不安。,-1
王子多次未认出牧牛女为他原本的新娘。,-1
最终，熊变成了英俊的王子，故事迎来了幸福的结局。,1
啊，小姑娘是多么害怕啊！,-1
国王欣然说道：“现在我就放心了。”,1
国王拔剑欲杀两个儿子时，内心痛苦不已。,-1
骑士深深爱上了两只眼，与她举行了盛大的婚礼。,1
公路上有一个兵在开步走——一，二！一，二！,0
香肠栓熬的汤——它应该叫做耗子尾巴做的汤才对！,-1
在她看来，一幢房子是否有价值，完全要看它离戏院的远近而定。,0
“太陽是多么温暖，一切东西是那么快乐！”,1
白雪公主则待在家里干些家务活。,0
这无疑地也是人类的一种狂妄的表现。,-1
白马变回王子，与忠实的费迪南一同分享荣光，暗示命运的美好结局。,1
忠实的费迪南继续骑着白马探索世界，展现冒险精神。,1
小人鱼的牺牲未能赢得王子的爱情，她的心充满悲痛。,-1
人们害怕老太婆，绕路避开她。,-1
双胞胎兄弟无意中吃了金鸟的心和肝，每天发现金币，为家人带来希望。,1
“衣柜里挂着美丽的衣服，一抽屉里盛放着金银珠宝。”,1
实习医生穿着套鞋尝试从医院栅栏间溜出去。,0
老三最终成为国王，实现了人生巅峰，获得了权力与幸福。,1
双胞胎兄弟在旅途中展现出勇敢和团结，收养并保护野生动物。,1
他从西海走到尼松湾那个狭小的入口的时候，太陽已经升得很高了。,0
紫丁香在他面前把枝条垂到水里去。太陽照得很温暖，很愉快。,1
魔王对老奶奶的提问不耐烦，表现出愤怒和暴躁。,-1
小矮人在钓鱼时险些被鱼拖入水中，表现出无助与恐惧。,-1
我跳到窗板上，然后从那儿再跳到屋顶上的水笕里去。自由了！自由了！,1
从前有两个人住在一个村子里。,0
在这个地区里有一条长着树木和灌木的溪谷。,0
拉斯廷老兄在世界各地旅行，积累了许多冒险经历和传奇故事。,1
于是他们带着还在熟睡着的亲爱的妹妹，高高地向云层里飞去。,1
比目鱼每次询问：“她想要什么呀？”,0
最终，继母被磨石砸死，迎来罪有应得的下场。,-1
忠实的费迪南最终与深爱他的公主结婚，成为新的国王。,1
巫婆咒骂着被荆棘缠住，最后狼狈不堪地离开。,-1
双胞胎兄弟在森林中迷路，经历孤独和饥饿的困境。,-1
晚上，七个小矮人回来了，当他们看到他们诚实可爱的白雪公主躺在地上一动不动，就像死了一样时，他们的心马上缩紧了。,-1
黄金被分为三份：穷人、国王、小伙子。,0
“这有什么用呢？”他说。“他现在既没有了生命，也没有了财产。”,-1
男孩在铁汉斯的指导下，通过经历学会责任感。,1
在黑夜中，守夜人的灵魂失去了他的身体，不知去向。,-1
他每夜在黑暗中偷偷地来看她，直到她泄露了秘密。,-1
王后在天使照料下过着安定幸福的生活。,1
他具有某种勇敢、某种真正善良的品质。,1
春天、夏天、秋天和冬天在这儿是多么美丽啊。,1
生命又回到她身上来了，但是她在发烧。,-1
“废话！”兵士说。“你要它有什么用，请你马上告诉我。不然我就一抽一出剑来，把你的头砍掉。”,-1
从前有一个人会讲许多新的童话；不过据他说，这些童话都偷偷地离开他了。,0
女儿被带到了森林里，被野兽撕成了碎片。,-1
爸爸亲了一下这个天真孩子的前额，我呢，我亲了她的小嘴和眼睛。,1
蜜蜂在这儿忙着工作，围着它们的皇后嗡嗡地吟唱。,1
新娘赶紧又说：“我得去问问我的侍女，她替一我记着这些事儿。”,0
带着磨刀石行走的汉斯感到又累又饿，筋疲力尽。,-1
旅客们在一片橄榄林间穿行。,0
路上的雪已经融了一半，石块经鞋底一踩就裂成碎片。,0
这办法既巧妙，而又能逗人发笑。,1
“上帝，这衣服多么合身啊！式样裁得多么好看啊！”大家都说。,1
他躺在一颗停止了搏动的心上，因为她已经死了。,-1
生命的河流就是幸福的河流。,1
王子与仆人们成功击退老巫婆的军队，保卫自己的幸福。,1
小女儿离开家庭，踏上与未知的狮子共同生活的旅程，内心坚定。,1
两只眼因为长相普通而被母亲和姐妹们孤立。,-1
木柴堆好了，王后被绑在木桩上，烈火开始燃烧。,-1
小弟弟拉着小姐姐的手说，自从妈妈死了之后，我们没有过过幸福的日子。,-1
在荒野中，老三遇到烧炭佬，双方进行交易。,0
公主与父母重逢，“搂住他们不停地亲一吻着，大家全都高兴得哭了起来。”,1
旅客们看着染上层层美丽色彩的山丘和云块，感到被自然包围的宁静。,1
王子经常绕着塔外转来转去，呼唤着公主的名字，可厚厚的墙内哪能听到半点声音。,-1
老爷和他的猎犬马上就走进大门不见了。,0
这个酒店是由一个高大的拱道形成的，在废墟中间差不多像一个洞。,0
小女孩发现哥哥死去，悲痛不已，心灵创伤深重。,-1
他居然能弹钢琴！他能弹从他的心里涌一出来的、最动听的、还没有在乐器上写过的音乐。,1
烈火燃烧，王后被判处火刑，无力为自己辩解。,-1
一只兔子跑过来，在小枞树身上跳过去，它生气了！,-1
海在没有收回他以前，决不会安静的。,-1
小克劳斯一星期中每天要替大克劳斯犁田，而且还要把自己仅有的一匹马借给他使用。,-1
国王病重，子女陷入深深的忧虑与无助中。,-1
不过，他自己心里却这样想：“我必须把这游行大典举行完毕。”,0
这是一管危险的笛子！,-1
“你好呀，亲爱的老乡，今天天气可真不错哩。”,1
风吹着船，船破着浪。,0
少女追寻王子七年，经历孤独、疲惫与绝望的煎熬。,-1
国王因预言而买下婴儿，将其放入箱子扔入河中。,-1
“晚上老太婆果然来了，也问了那个问题，鼓手便把那条鱼扔到了她的脸上。”,-1
他们落下来时都跌成了肉酱。,-1
于是仙女让她把荨麻摸了一下。,0
她从他那里打听到每出戏的简单扼要的情节。,0
小孩子说：“家里的人说，你一直是非常孤独的！”,-1
冬天变得很冷，非常的冷！小鸭不得不在水上游来游去，免得水面完全冻结成冰。,-1
她看到每一扇门里都坐着一位耶稣的门徒，周围光辉灿烂。,1
公主和侍女知道七年的期限就要到了。,0
继母虐待女孩，用繁重任务折磨她。,-1
新娘却既不说话也不欢笑。,-1
磨坊主救起孩子，悉心抚养。,1
可怜的巴贝德！这对她说来真是一个悲恸的时刻！,-1
战争爆发，国王和他的军队面临巨大的危险和压力。,-1
“咳，我的天啊！”茅屋上的小克劳斯看到这些好东西给搬走，不禁叹了口气。,-1
裁缝在危难中遇见救命的露水，恢复视力，感恩上帝。,1
童年时代对任何人都有它快乐的一面；这个阶段的记忆永远会在生活中发出光辉。,1
双胞胎兄弟因金币的出现，被误认为与魔鬼有关，被父亲送入森林。,-1
这是我们的一棵有名的老树。,0
森林小屋的变化象征美好的新开始。,1
我非常信任她。,1
小人鱼获准浮上海面，观赏人类的世界。,1
路旁有一个很大的农庄，它窗外的百叶窗已经放下来了，不过缝隙里还是有亮光透露出来。,0
牧师念了一个简短的祷告，说：上帝把自己的屋子的门封了。,0
白马为忠实的费迪南提供智慧和帮助，引导他完成任务。,1
桧树产生奇异变化，小鸟从火焰中诞生，象征生命的延续。,1
“那个母鸭的孩子都很漂亮，”腿上有一条红布的那个母鸭说，“只有一只是例外。这真是可惜。”,-1
王后和孩子在森林小屋中受到悉心照顾，生活得以安宁。,1
岸上的人早已把船只拖到岸边泊好。,0
异乡猎人自告奋勇，愿意冒险进入危险的森林，显示其无畏和勇气。,1
他用土把她盖上，最后他用枝条和荨麻掩住了这个洞口。,-1
那时是春天，接着夏天到来了，于是又是秋天，最后冬天也到来了。,0
孩子十四岁时找到宫殿，并得到一匹神奇的白马。,1
小鹿受伤后，格莱特替他清洗伤口并敷上草药。,1
鞋匠无情剥夺裁缝的双眼，展现出自私与冷酷。,-1
她觉得能了解到这种内幕也是蛮有趣的事情。,1
“明天你就要上绞架了。”,-1
忠实的费迪南在完成任务途中多次经历恐惧和危难。,-1
金苹果树消失后，姐妹们失去了最后的希望。,-1
洛狄很快就获得了全家的喜爱。,1
少年累得几乎快倒下，“被压得都快要憋不过气来了。”,-1
小别墅里设施齐全，布置得干净整洁。,1
司法官在路上看到一盏灯在圣母像前照着。,0
老三获得强大的魔法物品，为保护自己和追求目标提供保障。,1
公主被带回后，国王与公主举行了盛大的婚礼。,1
樵夫夫妇发现狼闯入家中时，惊恐不安，迅速准备反击。,-1
她的小女儿渐渐长大了，小姑娘长得水灵灵的，真是人见人爱，美丽动人。,1
她说这是她一生中最值得纪念的一晚。,1
妻子要求渔夫再次去请求比目鱼。,0
裁缝赢得了国王的信任和大公主的爱，婚礼盛大而幸福。,1
这简直是我们上帝从来没有听过的胡说！,-1
无疑地，这种思想把大部分的耗子都吓住了。,-1
“‘他仍然活着！’她快乐地叫了一声。”,1
写在它们上面的那些非常美丽和清秀的字体立刻引起我的注意。,1
国王暗中观察公主与法拉达的互动，逐步揭开真相。,0
侍女对公主态度恶劣，逐步展示其背叛行为。,-1
他飞了一小段路程，不久他就到了一个美丽的小花园里。,1
魔法解除，森林小屋变成了辉煌的宫殿。,1
“你简直是一个无礼的家伙！”甲虫说。,-1
国王在婚后发现自己被王后欺骗并失去性命，命运悲惨。,-1
小鸟在旅途中与金匠、鞋匠、磨坊伙计进行交换，获得礼物。,1
她喜欢走过挂有祖先的画像的大厅。,1
“公主伤心极了，不愿再回到父亲的宫中去，而只是独自住在一间孤寂的林中小屋里。”,-1
“如果你睡在顶楼上，屋顶一定会起火。”,-1
有时溪流静静地流淌，有时发出轰鸣的声音。,0
他送许多钱给穷苦的人们。,1
王子命人接来女孩的父母，共享喜悦和幸福。,1
王后将被绑在火刑架上，火舌开始吞噬她的衣裳。,-1
回家后，老三的衣着和经历让哥哥们误会，关系紧张。,-1
小裁缝完成任务，要求国王兑现承诺，赢得公主和半个王国。,1
她来到河边，走到河中央凿冰。,0
小王子按计划闯入魔法城堡，取到了生命之水。,1
这三个快乐的人来到维也奴乌的时候，天还没有黑。,1
大女儿和二女儿在森林中迷路。,-1
忠实的费迪南小时候因穷困而被忽视，感到失落和无助。,-1
巫婆派军队追杀王子和公主，试图毁灭他们的幸福。,-1
艾丽莎凝视着它。,0
假公主自食其果，被判处严酷的死亡刑罚，结局悲惨。,-1
二儿子也因羊的谎言遭到父亲的责骂和驱逐，感到委屈。,-1
孩子们跟着雪白的美丽鸟儿来到了一幢小屋前。,1
当我正在坐着的时候，米勒姑妈来看我。,0
巨人帮助鼓手，一步步将他带向玻璃山。,1
国王在漫长的寻找中遇到许多困难，最终找到了妻子。,1
春天把她的嫩绿的花环在胡桃树上和栗树上陈列出来了。,1
录事站在公园里，静静观察周围的景物。,0
公主的背叛让老三再次流落街头，痛苦不堪。,-1
动物们感激小女儿的善行，同意让她安全入睡。,1
生活重新充满了幸福与快乐，王室成员欢聚一堂。,1
它感到一种痛楚，一阵昏厥，它完全想不起什么快乐。,-1
继母在地窖中摔倒后死亡。,-1
少年面对危险任务，需要独自进入地狱完成挑战。,-1
一百年过去了。,0
老太婆的身份被揭示为好心肠的女术士。,1
木匠得到一张会自动摆出丰盛酒菜的小餐桌，感到非常满足。,1
她感到非常愉快，因为她觉得这棵树是她的树。,1
国王听了渡鸦预言后，决心帮助公主。,1
他所有的朋友马上又认得他了，并且还非常关心他起来。,1
“这个鼓手的红头发的儿子”是一个充满了生命和快乐的孩子。,1
老国王因误会小王子，决意将他处死，令人心痛。,-1
“如果你连这都不知道，那你就不是真新娘。”,-1
两只眼忍饥挨饿，被迫独自放羊。,-1
太陽的光线吻着他的双颊。,1
许多年过去了。,0
国王有好几个女儿，个个都长得非常美丽。,1
少年获得大量财富，与妻子共享美好生活。,1
拉斯廷老兄在城堡中成功制服了九个恶鬼，为居民清除了恐惧之源。,1
王子挽着她的手，带她走进宫殿。,1
小鹿快乐地朝森林跑去。,1
她的思想像一团乱麻一样。,-1
深渊对面有一只母羚羊和一只小羚羊。,0
她走遍天涯去找他，经过不知多少苦难和考验，终于使丘比特回心转意。,1
汉斯换得一头母牛，憧憬着享用牛奶和奶制品的生活。,1
少年在旅途中解决各地的难题，为他人提供帮助。,1
小王子谦逊、礼貌地向小矮人寻求帮助，展现出善良与诚恳。,1
整个海滩上堆满了腐朽的鲱鱼。,-1
“你是一个大师，像古希腊的那些大师一样！”他的高兴的朋友们说。,1
汉斯心满意足地骑上马，感受风驰电掣的快乐。,1
公主起初被母亲洗脑，对王子产生敌意，试图通过新难题报复。,-1
他的眼睛射出光彩。,1
她在王子的宫殿里看到了人类的盛大庆典。,1
“这也许就是那个锡兵！”她说。“让我把他保存起来，以便记住你所告诉我的这些事情。”,1
戏院就是我的学校，是我的知识的源泉。,1
玛琳公主说道：“现在陽光终于又重新照在了我的身上。”,1
他对恶魔说：“你死到临头啦！”,-1
钟在响，太陽在天空中嬉戏。,1
在屋子的中央坐着一个老太婆，她管理这儿的一切事情。,0
格莱特和小鹿一起跟随国王回到城堡，幸福地生活在一起。,1
她坐在那里面，既不能出，也不能进。,-1
我看到蚂蚁老是背着他们的蛋跑来跑去。,0
一路上没有人肯给她们施舍半点饭，她们只有靠荨麻来充饥。,-1
王后在绝望中痛哭，为自己的罪行感到深深悔恨。,-1
小矮人试图用财宝贿赂熊，表现出矮人对生命的恐惧。,-1
少年累得气喘吁吁，但最终将东西背到老太婆家。,1
一只眼与三只眼因曾经的恶行而穷困潦倒，以乞讨为生。,-1
最终，少年带着任务成果和财富回到王宫。,1
“这儿可真美啊！”少年在草地上休息时感慨。,1
他的外祖父住在山顶上。,0
巫婆的眼睛虽然昏花，但嗅觉却极其灵敏。,0
王子终于赢得了公主，与她举行婚礼，圆满完成目标。,1
老国王被迫永远在湖上摆渡，陷入孤独与无助。,-1
小女孩玛杰丽天真无邪，对哥哥充满依恋。,1
铁汉斯对男孩三次违反守护任务表示失望，将其逐出森林。,-1
不过这些朋友中有一位心地很好的人，送给他一只箱子。,1
高个子和目光锐利者帮助王子完成任务，展现团队合作的重要性。,1
她的愿望成真，生下一个美丽的儿子。,1
小女孩无意中发现哥哥的死，引发强烈的内疚与恐惧。,-1
鸭子变成王后的模样，给孩子喂奶后又变回鸭子游走。,0
他真是一个击鼓的神手！鼓儿说。,1
录事掏出文件，阅读法院的琐碎案件。,0
于是妈妈也说起来：“我希望你走远些！”鸭儿们啄他。小鸡打他。,-1
汤姆的衣服在冒险中破损，他回家时已十分狼狈。,-1
公主为获得权力，利用老三的信任，多次策划夺取魔法物品。,-1
“我要牢牢地抓住他们，决不让他们跑掉。”巫婆心中暗喜。,-1
王子因求婚面临生命危险。,-1
这么着，许多年过去了；他现在成了一个老头儿。,0
商人得知必须将最先见到的人交给狮子，内心充满痛苦与挣扎。,-1
王子认出灰姑娘，欣喜地说道：“这才是我真正的新娘。”,1
在洞穴中逃亡的汤姆，孤单又无助，夜晚倍感寒冷与恐惧。,-1
冰河一望无际地伸展开去。,0
仆人们合力解救被困的公主，并送她回王子身边。,1
拉斯木斯已经成了一个老人；但是爱尔茜也不年轻了，已经是一个祖母。,0
大儿子在木匠师傅处学得一技之长，获得了一张看似普通的小餐桌。,1
“不过这并不是一个童话呀！”小孩听完了说。,0
磨刀人用磨刀石换走汉斯的鹅，令汉斯对未来充满期待。,1
从此，姐姐和弟弟一直幸福地生活在一起，直至白发千古。,1
熊在寒冷的冬夜中成为她们的朋友，增添了故事的温馨氛围。,1
她是一个非常可憎的人物，她的下嘴唇垂到她的奶上。,-1
他责备她，说她不应该不信任他。,-1
“我知道它的历史，它在这条街上已经站了很久。”,0
王子向小女儿解释自己和仆人被施魔法的原因。,0
你可以打开其中十二扇门，看看里面的美景。,1
祖母相信公主与伯爵过着幸福生活，直到白头偕老。,1
当国王回到房间时，老婆子说：“嘘，别打扰她，她正在发汗。”,0
艾丽莎向前走了几步，遇见一个老太婆提着一篮浆果。,0
王子娶了别人，小人鱼感到心碎。,-1
小女孩在菩提树下等待数日，王子始终未归。,-1
途中王子招募了六个拥有特殊能力的仆人。,0
船上举行婚礼，小人鱼在光彩的夜晚中舞蹈。,1
每当小人鱼看到天空中的月亮和星星，她便感到无限的向往。,1
在树林的边缘上，在四五座房屋之间，竖着一根竿子。,0
这真值得一看！,1
国王对格莱特说：“你愿意和我一起到我的城堡去，做我的妻子吗？”,1
妻子说：“瞧，不漂亮吗？”渔夫回答：“漂亮，当然漂亮啦。”,1
夫妻长期无子，内心倍感孤独与遗憾。,-1
新郎揭开了她脸上的面纱，猛地看到了她那无比丑陋的脸。,-1
他们围着火坐下，喝着亲手煮的温暖汤。,1
公主与法拉达的对话体现了她对忠诚朋友的怀念。,1
他站在光滑的冰上，站得像羚羊那么稳。,1
公主被迫以牧猪人身份生活，经历磨难，感受极大的心理落差。,-1
鞋匠对裁缝的乐观态度感到不满，彼此间产生矛盾。,-1
孩子在天堂里过得很舒服，吃的是糖饼，喝的是甜牛奶。,1
穷弟弟靠着勤劳和善良，用偶然发现的金鸟和金蛋改善了家境。,1
小鹿吃着她手里的草，总是高兴地围着她跳来跳去。,1
“是的，我将和你一块儿去！”拇指姑娘说。,1
她朝四周看了看，见身边站着一位老太婆。,0
磨房主因贫困而被迫与恶魔交易，陷入焦虑。,-1
姑娘坐到国王的马车上，与国王一起回到宫中，他们立刻举行了婚礼。,1
小裁缝在历经波折后，成为王国的重要人物，获得美满人生。,1
继母被装进插满钉子的木桶，从山坡滚到河里。,-1
在我初来到城里的几天，我感到非常郁闷和寂寞。,-1
他答应，在他每次出来的时候，他一定探望我几分钟。,1
我向刚才说的那株大树走去。,0
少年在不同城市接受任务，答应解决他们的问题。,0
做母亲的现在整天坐在那里伤心。,-1
他因骑马摔进泥沟，感到失望和疼痛。,-1
汤姆虽小，但灵活聪明，展现出非凡的智慧和独立能力。,1
母亲与姐妹对两只眼的排挤与不公平对待。,-1
与国王军队的冲突不断升级，局势变得紧张激烈。,-1
巫婆将汉赛尔锁进小马厩，准备养胖后吃掉他。,-1
“现在我知道生命是什么了！”这位艺术家快乐地高呼着，“生命就是爱！生命就是‘壮丽’的升华，‘美’的陶醉！”,1
汤姆被父母从狼肚中救出后，叙述了自己奇妙的冒险经历。,1
她怀着恐惧的心情，好像正在计划做一桩罪恶的事儿似的。,-1
“王子亲自来迎接她，但也没认出她是谁。他带着她跳舞，被她的美色倾倒。”,1
天使履行职责，为王后和孩子提供庇护。,1
那三只狗儿就在他面前跳来跳去，同时高呼：“万岁！”,1
我非常感动；我快乐得哭起来，像一个小耗子那样哭。,1
白雪和红玫帮助小矮人从鹰爪中脱险，体现善良本性。,1
许多大天鹅在他周围游泳，用嘴来亲他。,1
他的朋友们现在再也不愿意跟他来往了，因为他再也不能跟他们一道逛街。,-1
“这风景很优美，正合我的心愿，在这座可爱的勃朗峰的面前。”,1
风把泥土吹到裂口里去。现在它里面长出了草和绿色植物。,1
这件作品显示出他的艺术天才。,1
矮人的自私与怯懦使他孤立无援，最终遭遇悲惨结局。,-1
于是他们拍着手，跳起舞来，向他们的爸爸和妈妈跑去。,1
她的眼睛透过泪水看到了人间幸福的希望。,1
老太婆让公主从房间中走出来，与父母重逢。,1
他告诉她说：这是一对最美丽的、乌黑的湖，思想像人鱼一样在里面游来游去。,1
在被恶魔拒之门外时，他感受到孤立和无助。,-1
国王派猎人进入森林寻找失踪者。,0
公主倾心于国王，愿意嫁给他做妻子了。,1
我在戏院里学到世界史、地理和关于人类的知识！,1
假公主自作聪明，为自己的罪行定下严厉的惩罚。,-1
这棵树在生长。,0
磨房主与陌生人达成交易，签下承诺书。,0
他生活得很愉快。,1
国王因预言对少年怀恨在心，设下毒计多次试图杀害他。,-1
动物们对大女儿和二女儿的自私表示不满。,-1
汉斯最终无忧无虑地回到母亲身边，充满了家的温馨。,1
这里是那么温暖和舒适，坐在这儿听这些声音是多么愉快啊。,1
两个陌生人希望买下汤姆，用于展览挣钱。,-1
燕子带着拇指姑娘飞到温暖的国度，那里美丽的景色令她惊叹不已。,1
“这风景很优美，正合我的心愿，在这座可爱的勃朗峰的面前。”,1
他感到一种他从来没有感到过的、激动着他的感觉。,1
小伙子表现出了无畏的勇气，与恶魔斗智斗勇。,1
铁汉斯安排男孩守护金井，给他定下严格的任务。,0
海是国与国之间的公路——请你想象你已经到了那里，到了西班牙吧！,1
孩子们把百灵鸟关进了笼子。,-1
凡是幸运的地方，就经常有幸运来临。,1
富哥哥因嫉妒而欺骗穷弟弟，导致双胞胎兄弟被迫离家。,-1
王后用法术帮助忠实的费迪南，让他展示奇迹，赢得朝臣信服。,1
她答应我说，可能就在这天晚上我会得到我所追求的两件宝物之一。,1
少女与王子在森林中幸福地生活，彼此深爱，享受美好时光。,1
“他便高兴得跳了起来，这时他人也清醒了，精神也好了。”,1
知道太阳升起时自己将化为泡沫。,-1
“我们知道它们到什么地方去！哦！它们要到最富丽堂皇的地方去！”,1
街上所有的别的房子都是很新、很整齐的；它们的墙很光，窗玻璃很宽，人们可以看得出，它们不愿意跟这座老房子有什么来往。,-1
第三天晚上，她对小帮工说：“你去告诉国王，让他带上宝剑。”,0
裁缝最终成为大公主的夫婿，达成个人与事业的双丰收。,1
乡下真是非常美丽。这正是夏天！小麦是金黄的，燕麦是绿油油的。,1
我有点诗人品质，但是还不够。,0
他现在成了一个焕然一新的绅士了。,1
少年解决城市的问题，恢复了喷泉和金苹果树，为人们带来希望和财富。,1
老太婆将绿宝石匣子送给小伯爵，并告诉他会带来幸福。,1
青蛙被放在了椅子上，可心里不太高兴，想到桌子上去。,-1
“假如你再这样说的话，我可要砸碎你这匹牲口的脑袋，叫它当场倒下来死掉，那么它就完蛋了。”,-1
店主对三兄弟宝物起贪念，分别偷换小餐桌和金驴。,-1
磨坊夫妇发现漂流而来的婴儿，感激地认为是“上帝送给我们的”。,1
第一缕陽光射一了进来，照在她们所在的黑暗处。,1
玛琳姑娘也对父亲说：“今生今世我非他不嫁。”,1
少女在红海边用智慧与勇气帮助王子击败飞龙。,1
拉斯木斯渐渐克服了疾病；但是他的母亲却患病了。我们的上帝没有把他召去，却把她叫去了。,-1
他们死了，也被遗忘了。,-1
野人铁汉斯感激男孩的救助，愿意收养他并承诺帮助。,1
在这儿鹈鹕在含羞树的枝上朝着他们凝望。,0
烧炭佬因与老三分享食物感到开心，彼此建立起友谊。,1
老祖母为小人鱼编织了珍珠花冠，并装饰她的鱼尾。,1
小男孩被继母设计陷害，意外丧命。,-1
“马车一阵风似地驶向城堡，明亮的窗户已在不远处了。”,1
汉斯喜悦地获得一大块金子作为七年辛勤工作的报酬。,1
大女儿和二女儿自私，只顾自己吃喝，不顾动物的需求。,-1
两个姐姐因忽略动物被送入地窖。,-1
“我希望我也能长大得足够在大海上航行！海究竟是怎样的呢？它是什么样儿的呢？”,1
小裁缝为自己的勇敢大加赞赏，绣上腰带“一下子打死七个”。,1
录事和熟人偶遇，讨论各自的生活。,0
商人因无法满足小女儿的要求而感到困扰和无助。,-1
小旅馆里的晚饭让旅客们抱怨连连。,-1
这座石像的重量几乎把他压倒了。,-1
